RAh,RAm,RAs,DEg,DEm,Des,Mag,Name
22,35,21.3, -00.001,07,03, 4.02, ET AQR
05,03,25.1, +60,26,32, 4.03, BE CAM
11,45,51.5, +06,31,46, 4.03, NY VIR
12,54,35.6, -57,10,40, 4.03, MY1 CRU
18,05,27.2, +02,29,58, 4.03, 70 OPH
20,33,12.7, +11,18,12, 4.03, EP DEL
03,58,57.8, +35,47,28, 4.04, XI PER
04,08,39.6, +47,42,45, 4.04, 48 PER
04,11,51.9, -06,50,16, 4.04, OK1 ERI
12,18,26.1, -64,00,11, 4.04, ZE CRU
18,55,20.0, +43,56,46, 4.04, 13 LYR
03,09, 4.0, +49,36,48, 4.05, JO PER
11,21, 8.1, +06,01,46, 4.05, SI LEO
14,20,33.3, -37,53,07, 4.05, PS CEN
14,25,11.7, +51,51,03, 4.05, TH BOO
14,37,53.1, -49,25,32, 4.05, RH LUP
14,43,39.3, -35,10,26, 4.05,
15,08,50.5, -45,16,47, 4.05, LA LUP
00,47,20.3, +24,16,02, 4.06, ZE AND
07,35,55.3, +26,53,44, 4.06, YP GEM
16,59,35.0, -53,09,38, 4.06, EP1 ARA
01,43,39.6, +50,41,20, 4.07, PH PER
02,39,28.9, +00,19,43, 4.07, DE CET
04,56,22.2, +13,30,52, 4.07, OK2 ORI
06,54,11.3, -12,02,19, 4.07, TH CMA
08,18,31.7, -76,55,11, 4.07, AL CHA
08,44,23.9, -42,38,57, 4.07,
13,49,28.5, +15,47,52, 4.07, YP BOO
15,17,30.8, -58,48,04, 4.07, BE CIR
21,05,56.7, -17,13,58, 4.07, TH CAP
09,34,26.6, -59,13,46, 4.08,
10,59,46.4, -18,17,56, 4.08, AL CRT
11,24,52.8, -17,41,03, 4.08, GA CRT
14,16, 0.8, -06,00,02, 4.08, JO VIR
21,22, 5.1, +19,48,16, 4.08, 1 PEG
21,43,30.3, +58,46,48, 4.08, MY CEP
01,36,47.8, +41,24,20, 4.09, YP AND
02,21,45.1, -68,39,34, 4.09, DE HYI
03,02,23.5, -23,37,28, 4.09, TA3 ERI
05,36,54.3, +09,17,26, 4.09, PH2 ORI
15,48,44.3, +18,08,29, 4.09, KA SER
02,40,40.0, -39,51,19, 4.11, JO ERI
02,39,35.5, -68,16,01, 4.11, EP HYI
03,30,52.3, +12,56,12, 4.11, 5 TAU
07,49,14.3, -46,22,24, 4.11,
10,35,28.1, -78,36,27, 4.11, GA CHA
11,46,30.7, -61,10,42, 4.11,
12,17,34.2, -67,57,38, 4.11, EP MUS
15,36,43.1, -66,19,02, 4.11, EP TRA
19,09,28.2, -37,54,16, 4.11, AL CRA
19,10, 1.6, -39,20,27, 4.11, BE CRA
20,51,49.2, -26,55,09, 4.11, OM CAP
22,29,45.4, -43,44,58, 4.11, DE2 GRU
02,44,11.9, +49,13,43, 4.12, TH PER
06,02,23.0, +09,38,51, 4.12, MY ORI
07,03,45.4, -15,38,00, 4.12, GA CMA
09,51,28.6, -14,50,48, 4.12, YP1 HYA
12,05,12.5, +08,43,59, 4.12, OK VIR
23,00,52.8, -52,45,15, 4.12, ZE GRU
18,28,49.8, -49,04,15, 4.13, ZE TEL
19,55,15.5, -41,52,06, 4.13, JO SGR
21,44,38.6, +25,38,42, 4.13, KA PEG
22,15,58.1, +37,44,56, 4.13, 1 LAC
23,39,57.0, +05,37,35, 4.13, JO PSC
04,14,53.8, +48,24,34, 4.14, MY PER
05,23,56.8, -07,48,29, 4.14, 29 ORI
08,37,38.6, -42,59,21, 4.14,
15,32,55.7, +31,21,32, 4.14, TH CRB
20,46, 5.6, -25,16,16, 4.14, PS CAP
23,40,24.4, +44,20,02, 4.14, KA AND
06,28,57.7, +20,12,43, 4.15, NY GEM
07,11,51.8, -00.001,29,34, 4.15, DE MON
12,06,52.8, -64,36,49, 4.15, ET CRU
15,53,49.4, -16,43,46, 4.15, TH LIB
15,57,35.2, +26,52,40, 4.15, EP CRB
22,46, 3.3, -81,22,54, 4.15, BE OCT
00,32,59.9, +62,55,55, 4.16, KA CAS
06,04, 7.2, +23,15,48, 4.16, 1 GEM
08,37,39.3, +05,42,13, 4.16, DE HYA
16,36,22.4, -35,15,20, 4.16,
22,16,49.9, -07,47,00, 4.16, TH AQR
03,49,27.2, -36,12,01, 4.17,
17,26,22.1, -24,10,31, 4.17, 44 OPH
22,40,39.3, -27,02,37, 4.17, EP PSA
03,46,19.5, +23,56,54, 4.18, 23 TAU
07,29, 6.6, +31,47,04, 4.18, RH GEM
14,16,22.9, +46,05,18, 4.18, LA BOO
13,49,26.6, -34,27,02, 4.19, 2 CEN
14,12,53.7, -10,16,25, 4.19, KA VIR
18,45,39.6, +20,32,47, 4.19, 110 HER
22,15, 1.9, +57,02,37, 4.19, EP CEP
22,46,41.5, +12,10,22, 4.19, XI PEG
05,30,47.0, +05,56,53, 4.20, 32 ORI
07,56,51.5, -22,52,49, 4.20, 11 PUP
16,34, 6.1, +42,26,13, 4.20, SI HER
03,29, 4.1, +59,56,25, 4.21,
05,40,45.5, -01,56,34, 4.21, ZE ORI
10,27,52.9, +36,42,26, 4.21, BE LMI
22,55,56.8, -32,32,23, 4.21, DE PSA
23,15,53.4, -09,05,16, 4.21, PS1 AQR
04,25,22.1, +22,17,38, 4.22, KA1 TAU
18,20,45.3, +71,20,16, 4.22, PH DRA
18,47,10.4, -04,44,53, 4.22, BE SCT
18,52,12.9, -62,11,16, 4.22, LA PAV
20,29,34.8, +62,59,39, 4.22, TH CEP
20,45,39.6, +30,43,11, 4.22, 52 CYG
21,26,26.7, -65,21,59, 4.22, GA PAV
23,14,19.3, -06,02,56, 4.22, PH AQR
00,20, 4.2, -64,52,30, 4.23, ZE TUC
02,50,34.9, +38,19,07, 4.23, 16 PER
03,36,29.3, +48,11,34, 4.23, PS PER
03,46,50.8, -23,14,59, 4.23, TA6 ERI
13,45,41.2, -33,02,37, 4.23, 1 CEN
16,06,35.4, -36,48,08, 4.23, TH LUP
16,31,22.8, -34,42,16, 4.23,
16,45,57.8, +82,02,14, 4.23, EP UMI
19,50,33.8, +32,54,51, 4.23, CH CYG
21,17,24.9, +39,23,41, 4.23, SI CYG
21,46,47.5, +49,18,35, 4.23, PI2 CYG
07,53,18.2, -48,06,11, 4.24,
16,43, 4.4, -77,31,03, 4.24, BE APS
20,17,38.8, -12,30,30, 4.24, AL1 CAP
01,08,44.9, +86,15,26, 4.25,
01,09,30.1, +47,14,31, 4.25, PH AND
02,26,59.1, -47,42,14, 4.25, KA ERI
02,44, 7.3, -13,51,32, 4.25, PI CET
04,16, 1.6, -51,29,12, 4.25, GA DOR
04,36,41.3, +41,15,53, 4.25, 58 PER
04,35,39.2, +10,09,39, 4.25, 88 TAU
08,22,50.1, +43,11,17, 4.25, 31 LYN
08,58,29.2, +11,51,28, 4.25, AL CNC
10,27, 9.1, -31,04,04, 4.25, AL ANT
14,27,31.4, +75,41,45, 4.25, 5 UMI
01,45,23.6, +09,09,28, 4.26, OK PSC
05,59,56.1, +45,56,13, 4.26, PI AUR
12,18,20.7, -79,18,43, 4.26, BE CHA
12,33,44.5, +41,21,27, 4.26, BE CVN
13,11,52.3, +27,52,41, 4.26, BE COM
14,01,38.7, +01,32,40, 4.26, TA VIR
16,08,46.1, +44,56,06, 4.26, PH HER
17,41,24.8, -12,52,31, 4.26, OK SER
02,44,56.5, +10,06,51, 4.27, MY CET
03,19,55.6, -43,04,11, 4.27,
03,33,47.2, -21,37,59, 4.27, TA5 ERI
04,38, 9.4, +12,30,39, 4.27, 90 TAU
05,09, 8.7, -08,45,15, 4.27, LA ERI
08,09,29.2, -47,20,44, 4.27, GA1 VEL
12,53,26.1, -40,10,44, 4.27,
13,06,54.5, -49,54,22, 4.27, XI2 CEN
15,18,31.9, -47,52,30, 4.27, MY LUP
20,46,39.4, +16,07,27, 4.27, GA2 DEL
22,06,26.1, -13,52,11, 4.27, JO AQR
01,02,56.5, +07,53,24, 4.28, EP PSC
02,28, 9.5, +08,27,36, 4.28, XI2 CET
03,36,52.3, +00,24,06, 4.28, 10 TAU
04,26,18.4, +22,48,49, 4.28, YP TAU
04,42,14.6, +22,57,25, 4.28, TA TAU
07,43,18.7, +28,53,00, 4.28, SI GEM
10,39,18.3, -55,36,12, 4.28,
11,52,54.5, -33,54,28, 4.28, BE HYA
16,31, 8.2, -16,36,46, 4.28, PH OPH
21,22,14.7, -16,50,05, 4.28, JO CAP
23,06,52.7, -43,31,14, 4.28, TH GRU
23,27,58.0, +06,22,44, 4.28, TH PSC
04,06,35.0, +50,21,05, 4.29, LA PER
04,15,32.0, +08,53,32, 4.29, MY TAU
04,25,29.3, +17,55,41, 4.29, DE3 TAU
04,54, 3.0, +66,20,34, 4.29, AL CAM
05,19,34.4, -13,10,37, 4.29, LA LEP
09,37, 5.2, +81,19,35, 4.29,
17,27,21.2, -29,52,01, 4.29, 45 OPH
17,36,32.7, -38,38,07, 4.29,
19,23,13.1, -44,47,59, 4.29, BE2 SGR
21,45,26.8, +61,07,15, 4.29, NY CEP
22,03,47.3, +64,37,41, 4.29, XI CEP
22,09,59.2, +33,10,42, 4.29, PI2 PEG
22,31,30.3, -32,20,46, 4.29, BE PSA
23,38, 8.1, +43,16,05, 4.29, JO AND
03,45,12.4, +24,28,02, 4.30, 19 TAU
08,43,13.4, +03,23,55, 4.30, ET HYA
11,36,56.9, -00.001,49,26, 4.30, YP LEO
18,54,30.1, +36,53,56, 4.30, DE2 LYR
20,13,23.8, +56,34,04, 4.30, 33 CYG
00,58,36.3, -29,21,28, 4.31, AL SCL
09,31,43.1, +22,58,04, 4.31, LA LEO
12,32, 4.1, -16,11,46, 4.31, ET CRV
15,24,29.3, +37,22,38, 4.31, MY1 BOO
04,40,26.4, -19,40,18, 4.32, 54 ERI
07,28, 9.7, +08,55,32, 4.32, GA CMI
08,46,22.5, -13,32,52, 4.32, 12 HYA
11,49,41.0, -63,47,18, 4.32,
14,26,54.8, -83,40,04, 4.32, DE OCT
14,51,38.3, -43,34,31, 4.32, OK LUP
15,44, 3.3, +77,47,40, 4.32, ZE UMI
16,07,24.2, -20,52,07, 4.32, OM2 SCO
20,38,20.2, -01,06,19, 4.32, 71 AQL
01,11, 6.1, +55,09,00, 4.33, TH CAS
02,02, 2.7, +02,45,49, 4.33, AL PSC
06,31,51.3, -23,25,06, 4.33, XI1 CMA
08,40,37.0, -59,45,40, 4.33,
12,03, 1.5, -63,18,46, 4.33, TH1 CRU
12,53, 6.8, -48,56,35, 4.33,
14,20,19.4, -56,23,12, 4.33,
15,38, 3.1, -42,34,02, 4.33, OM LUP
17,20,49.5, -12,50,48, 4.33, NY SER
18,19,51.6, +36,03,52, 4.33, KA LYR
08,08,35.6, -02,59,02, 4.34, ZE MON
09,16,12.2, -57,32,28, 4.34,
14,01,43.3, -45,36,12, 4.34, YP2 CEN
15,17,49.7, -30,08,55, 4.34, 2 LUP
17,26,30.8, +04,08,25, 4.34, SI OPH
21,44,56.7, -33,01,33, 4.34, JO PSA
21,44,30.6, +17,21,00, 4.34, 9 PEG
03,11,37.7, +19,43,36, 4.35, DE ARI
05,44,46.5, -65,44,08, 4.35, DE DOR
06,15,22.6, +29,29,53, 4.35, KA AUR
06,57,16.5, +58,25,21, 4.35, 15 LYN
08,07,55.9, -68,37,02, 4.35, EP VOL
08,20,38.7, -77,29,04, 4.35, TH CHA
09,36,49.7, -49,21,18, 4.35,
14,26,10.7, -45,22,46, 4.35, TA2 LUP
18,08,34.7, -63,40,06, 4.35, PI PAV
00,36,52.8, +33,43,10, 4.36, PI AND
00,43,21.2, -57,27,47, 4.36, ET PHE
03,30,34.4, +47,59,43, 4.36, SI PER
04,04,41.7, +22,04,55, 4.36, 37 TAU
04,50,36.7, +08,54,01, 4.36, PI2 ORI
05,13,13.8, -12,56,30, 4.36, KA LEP
05,57,32.2, -35,17,00, 4.36, GA COL
08,48,25.9, +05,50,16, 4.36, RH HYA
12,26,56.2, +28,16,06, 4.36, GA COM
14,06, 2.7, -41,10,46, 4.36, CH CEN
18,08,45.4, +20,48,52, 4.36, 102 HER
17,32,12.5, +86,35,11, 4.36, DE UMI
18,23,13.5, -61,29,38, 4.36, XI PAV
18,44,46.3, +37,36,18, 4.36, ZE1 LYR
18,47, 1.2, +18,10,53, 4.36, 111 HER
19,16,22.0, +38,08,01, 4.36, TH LYR
19,36,43.2, -01,17,11, 4.36, JO AQL
22,29,31.8, +47,42,25, 4.36, 5 LAC
00,31,32.7, -62,57,30, 4.37, BE1 TUC
00,38,33.3, +29,18,43, 4.37, EP AND
02,12,59.9, +08,50,48, 4.37, XI1 CET
06,16,33.0, -35,08,26, 4.37, KA COL
06,56, 8.1, -17,03,15, 4.37, JO CMA
10,07,54.2, +09,59,51, 4.37, 31 LEO
19,40, 5.7, +18,00,50, 4.37, AL SGE
19,41, 2.9, +17,28,33, 4.37, BE SGE
19,59,44.1, -35,16,35, 4.37, TH1 SGR
23,32,58.2, -37,49,07, 4.37, BE SCL
05,32,12.7, +18,35,39, 4.38, 119 TAU
13,09,56.9, -05,32,20, 4.38, TH VIR
16,54, 0.4, +10,09,55, 4.38, JO OPH
04,52,53.6, -05,27,10, 4.39, OM ERI
06,34,58.5, -52,58,32, 4.39,
08,02,15.9, +02,20,04, 4.39,
11,00, 9.2, -42,13,33, 4.39,
17,21, 0.1, -21,06,46, 4.39, XI OPH
19,13,45.4, +39,08,46, 4.39, ET LYR
20,08,53.2, +77,42,41, 4.39, KA CEP
21,19,51.9, -53,26,59, 4.39, TH IND
23,17,54.1, -09,10,57, 4.39, PS2 AQR
23,26, 2.7, -20,38,31, 4.39, 99 AQR
06,49,51.3, -53,37,20, 4.40,
07,18,42.4, -24,57,15, 4.40, TA CMA
08,09, 1.5, -19,14,42, 4.40, 16 PUP
15,02,54.0, +02,05,28, 4.40, 110 VIR
21,57,55.0, -54,59,34, 4.40, DE IND
23,25,22.7, +23,24,15, 4.40, YP PEG
01,53,38.7, -46,18,10, 4.41, PS PHE
05,34,49.2, +09,29,22, 4.41, PH1 ORI
05,54,22.9, +20,16,34, 4.41, CH1 ORI
07,11, 8.3, +30,14,43, 4.41, TA GEM
07,58,14.3, -49,14,42, 4.41,
11,18,10.9, +31,31,45, 4.41, XI UMA
14,50,17.2, -27,57,37, 4.41, 58 HYA
17,30,44.2, +26,06,38, 4.41, LA HER
17,58,30.1, +30,11,22, 4.41, NY HER
23,07,53.8, +75,23,16, 4.41, PI CEP
23,18,49.4, -32,31,55, 4.41, GA SCL
00,01,57.5, -06,00,51, 4.41, 30 PSC
00,57,12.4, +23,25,04, 4.42, ET AND
02,58,16.2, -40,18,16, 4.42, TH2 ERI
03,46, 8.4, -12,06,06, 4.42, PI ERI
06,07,34.3, +14,46,06, 4.42, NY ORI
11,02,19.7, +20,10,47, 4.42, 60 LEO
14,23, 2.1, -39,30,44, 4.42,
14,32,36.8, -50,27,25, 4.42, SI LUP
16,27, 1.3, -18,27,23, 4.42, CH OPH
20,47,44.1, -05,01,40, 4.42, 3 AQR
22,28,50.0, -00.001,01,12, 4.42, ZE2 AQR
00,48,40.9, +07,35,06, 4.43, DE PSC
04,15,16.3, -07,39,10, 4.43, OK2 ERI
06,37,53.3, -18,14,15, 4.43, NY3 CMA
14,41, 8.8, +13,43,42, 4.43, ZE BOO
15,46,26.5, +07,21,11, 4.43, LA SER
20,23,51.5, +32,11,25, 4.43, 39 CYG
20,43,27.5, +15,04,28, 4.43, DE DEL
21,17,55.0, +34,53,49, 4.43, YP CYG
22,23,33.5, +52,13,45, 4.43, BE LAC
00,14,38.3, -18,55,58, 4.44, 7 CET
01,41,25.8, +05,29,15, 4.44, NY PSC
04,16,28.9, -59,18,07, 4.44, EP RET
06,23,46.0, +04,35,34, 4.44, EP MON
08,14, 2.8, -40,20,53, 4.44,
08,38,45.4, +03,20,29, 4.44, SI HYA
18,56,57.0, -67,14,01, 4.44, KA PAV
19,28,42.2, +24,39,54, 4.44, AL VUL
04,40,33.6, -41,51,50, 4.45, AL CAE
05,12,17.8, -11,52,09, 4.45, JO LEP
07,34, 3.1, -22,17,46, 4.45,
08,11,21.5, -39,37,07, 4.45,
08,18,33.3, -36,39,34, 4.45,
09,00, 5.4, -41,15,14, 4.45,
10,35,35.2, -57,33,27, 4.45,
10,45,46.6, -80,32,24, 4.45, DE2 CHA
16,32, 8.0, -21,27,59, 4.45, OM OPH
18,01,45.1, +01,18,19, 4.45, 68 OPH
19,15,32.8, +73,21,20, 4.45, TA DRA
19,34, 5.3, +07,22,44, 4.45, MY AQL
02,49, 5.4, -32,24,22, 4.46, BE FOR
05,13,17.4, +02,51,40, 4.46, RH ORI
09,24,39.2, +26,10,56, 4.46, KA LEO
11,51, 8.1, -45,10,26, 4.46,
14,34,40.7, +29,44,42, 4.46, SI BOO
22,06, 6.8, -39,32,36, 4.46, LA GRU
22,40,30.8, +44,16,35, 4.46, 11 LAC
22,52,31.5, -32,52,32, 4.46, GA PSA
02,45, 6.1, -18,34,21, 4.47, TA1 ERI
03,20,20.3, +29,02,55, 4.47,
03,49,31.2, +65,31,34, 4.47,
04,57,17.1, +53,45,08, 4.47, 7 CAM
04,58,32.8, +01,42,51, 4.47, PI6 ORI
06,47,51.6, +02,24,44, 4.47, 18 MON
11,16,39.6, -03,39,06, 4.47, PH LEO
12,08, 5.1, -50,39,40, 4.47,
16,27,11.0, -47,33,18, 4.47, EP NOR
23,06,40.8, -23,44,35, 4.47, 86 AQR
06,11,56.4, +14,12,31, 4.48, XI ORI
06,19,37.3, +59,00,39, 4.48, 2 LYN
06,28,10.1, -32,34,49, 4.48, LA CMA
09,08,52.2, +51,36,16, 4.48, 15 UMA
09,05, 9.3, -72,36,10, 4.48,
10,07,25.7, +35,14,41, 4.48, 21 LMI
11,11,39.4, -22,49,33, 4.48, BE CRT
19,36,26.4, +50,13,16, 4.48, TH CYG
22,27,20.0, -64,58,00, 4.48, DE TUC
04,26,20.7, +15,37,06, 4.49, 71 TAU
06,43,59.2, +13,13,40, 4.49, 30 GEM
07,12,33.6, -46,45,34, 4.49,
07,52,38.6, -38,51,47, 4.49,
08,46,42.7, -56,46,11, 4.49,
10,07,56.2, -00.001,22,18, 4.49, AL SEX
14,57,10.9, -04,20,47, 4.49, 16 LIB
21,14,28.8, +10,00,25, 4.49, DE EQU
22,13,52.6, +39,42,54, 4.49,
23,42,43.2, -14,32,42, 4.49, OM2 AQR
06,32,54.2, +07,19,58, 4.50, 13 MON
07,38,49.3, -26,48,07, 4.50,
07,48, 5.1, -25,56,14, 4.50, OK PUP
09,34,49.4, +52,03,05, 4.50, 26 UMA
10,20,55.4, -56,02,36, 4.50,
10,55,36.7, +24,44,59, 4.50, 54 LEO
13,47,15.7, +17,27,24, 4.50, TA BOO
16,24, 6.1, -20,02,15, 4.50, PS OPH
21,07, 7.6, -25,00,21, 4.50, 24 CAP
22,08,22.9, -32,59,19, 4.50, MY PSA
23,42, 2.7, +01,46,48, 4.50, LA PSC
23,59,55.0, -65,34,38, 4.50, EP TUC
01,11,39.6, +30,05,23, 4.51, TA PSC
02,47,54.5, +29,14,50, 4.51, 39 ARI
04,00,53.8, -62,09,34, 4.51, GA RET
04,33,30.6, -29,46,00, 4.51, YP1 ERI
05,49,49.6, -56,10,00, 4.51, GA PIC
09,29,14.7, -35,57,06, 4.51, EP ANT
15,23,22.6, -59,19,15, 4.51, GA CIR
20,02,48.9, +67,52,25, 4.51, RH DRA
20,44, 2.2, -51,55,16, 4.51, ET IND
20,45,21.0, +57,34,47, 4.51,
21,09,35.5, -11,22,18, 4.51, NY AQR
21,28,43.3, -21,48,26, 4.51, 36 CAP
22,30,29.1, +43,07,25, 4.51, 6 LAC
00,18,19.6, +36,47,07, 4.52, SI AND
02,29, 3.9, +67,24,09, 4.52, JO CAS
05,49,10.4, +39,10,52, 4.52, TA AUR
09,39,21.0, -61,19,41, 4.52,
14,19, 6.5, -13,22,16, 4.52, LA VIR
15,41,33.0, +19,40,13, 4.52, JO SER
17,23,40.9, +37,08,45, 4.52, RH HER
19,56,56.7, -27,10,12, 4.52, 59 SGR
20,15,46.0, +27,48,51, 4.52, 23 VUL
23,07, 0.2, +09,24,34, 4.52, 55 PEG
23,12,32.9, +49,24,23, 4.52, 7 AND
00,49,48.8, +41,04,44, 4.53, NY AND
02,51,30.8, +35,03,35, 4.53, 17 PER
06,00, 3.3, -03,04,27, 4.53,
07,37,22.0, -34,58,06, 4.53,
11,47,59.1, +20,13,08, 4.53, 93 LEO
13,22,37.9, -60,59,18, 4.53,
13,24, 0.5, -64,32,09, 4.53,
18,11,13.7, -45,57,15, 4.53, EP TEL
20,47,24.4, +36,29,27, 4.53, LA CYG
23,03,52.5, +03,49,12, 4.53, BE PSC
00,31,33.6, -62,57,57, 4.54, BE2 TUC
00,44,43.5, +48,17,04, 4.54, OK CAS
02,01,57.3, +70,54,26, 4.54, 48 CAS
03,29,54.8, +58,52,44, 4.54,
05,18,10.6, +33,22,18, 4.54, 16 AUR
06,35, 3.3, -22,57,53, 4.54, XI2 CMA
07,29,47.7, +12,00,24, 4.54, 6 CMI
14,13,28.9, +51,47,24, 4.54, KA2 BOO
15,04,26.7, +26,56,51, 4.54, PS BOO
15,12,13.2, -19,47,30, 4.54, JO1 LIB
15,23, 9.2, -36,51,30, 4.54, PH2 LUP
15,35,53.1, -44,57,31, 4.54,
17,26,37.8, -05,05,12, 4.54,
17,47,33.5, -27,49,51, 4.54, 3 SGR
23,54,23.0, +57,29,58, 4.54, RH CAS
05,04,24.3, -35,29,00, 4.55, GA1 CAE
07,00, 4.0, +76,58,39, 4.55,
09,34,13.3, +36,23,51, 4.55, 10 LMI
14,51,23.2, +19,06,04, 4.55, XI BOO
16,20,38.1, -24,10,10, 4.55, OK SCO
21,06,36.0, +47,38,54, 4.55, 63 CYG
23,29, 9.2, +12,45,38, 4.55, 70 PEG
00,03,44.3, -17,20,10, 4.55, 2 CET
03,58,44.7, -61,24,01, 4.56, DE RET
09,06,31.7, +38,27,08, 4.56,
09,34,28.8, +69,49,49, 4.56, 24 UMA
13,51,49.5, -32,59,40, 4.56, 3 CEN
14,26, 8.1, -45,13,17, 4.56, TA1 LUP
21,41,55.2, +71,18,42, 4.56, 11 CEP
05,39,11.1, +04,07,17, 4.57, OM ORI
09,31,58.9, -01,11,05, 4.57, TA2 HYA
10,19,36.8, -55,01,46, 4.57,
10,43,32.1, -60,33,59, 4.57,
16,25,24.9, +14,02,00, 4.57, OM HER
18,08, 4.9, -28,27,25, 4.57,
21,29,56.8, +23,38,20, 4.57, 2 PEG
22,21, 1.5, +46,32,12, 4.57, 2 LAC
22,24,30.9, +49,28,35, 4.57, 4 LAC
23,48,55.5, -28,07,49, 4.57, DE SCL
03,37, 5.6, -40,16,29, 4.58,
05,53,19.6, +27,36,44, 4.58, 136 TAU
09,08, 2.8, -25,51,30, 4.58, KA PYX
09,51,40.7, -46,32,52, 4.58,
17,41,56.2, +72,08,56, 4.58, PS1 DRA
19,53,27.6, +24,04,47, 4.58, 13 VUL
20,02,39.4, -27,42,36, 4.58, 62 SGR
00,41,19.5, -46,05,06, 4.59, MY PHE
03,42,50.0, -37,18,49, 4.59,
05,26,50.2, +03,05,44, 4.59, PS2 ORI
05,35,23.1, -04,50,18, 4.59, 42 ORI
07,43,32.3, -28,24,40, 4.59, 1 PUP
09,52, 6.3, +54,03,51, 4.59, PH UMA
15,53,36.6, -25,19,38, 4.59, 2 SCO
16,12,18.1, -27,55,35, 4.59, 13 SCO
17,35,39.4, -46,30,20, 4.59, SI ARA
18,54,44.8, +22,38,43, 4.59, 113 HER
19,08,20.8, -40,29,48, 4.59, DE CRA
19,20,40.0, +65,42,52, 4.59, PI DRA
20,52, 7.6, +27,05,49, 4.59, 31 VUL
22,28,49.6, -00.001,01,13, 4.59, ZE1 AQR
06,28,48.9, -07,01,59, 4.60, BE MON
08,40,12.9, +64,19,41, 4.60, PI2 UMA
09,29, 8.8, -02,46,08, 4.60, TA1 HYA
10,05, 7.4, -13,03,53, 4.60, YP2 HYA
10,56,43.0, -37,08,16, 4.60, JO ANT
11,12,36.0, -60,19,03, 4.60,
13,12,17.4, -59,55,15, 4.60,
14,45,14.4, +16,57,52, 4.60, OK BOO
14,57,34.9, +65,55,56, 4.60,
15,25,20.1, -38,44,01, 4.60,
19,36,42.3, -24,53,01, 4.60, 52 SGR
23,20,38.2, +23,44,25, 4.60, TA PEG
00,05,20.1, -05,42,27, 4.61, 33 PSC
00,17, 5.4, +38,40,54, 4.61, TH AND
04,18,14.6, +50,17,44, 4.61,
07,59,52.0, -18,23,58, 4.61,
11,06,32.4, -62,25,26, 4.61,
19,21,43.5, -15,57,18, 4.61, YP SGR
20,33,54.1, +35,15,03, 4.61, 47 CYG
01,53,33.3, +03,11,15, 4.62, XI PSC
05,31,55.8, -07,18,06, 4.62, YP ORI
07,38,49.7, -26,48,13, 4.62,
08,43,40.4, -07,14,01, 4.62,
09,15,45.1, -37,24,48, 4.62,
11,34,45.6, -54,15,51, 4.62,
12,54,39.1, -59,08,47, 4.62, LA CRU
15,34,10.6, -10,03,53, 4.62, 37 LIB
15,52,40.4, +42,27,06, 4.62, CH HER
17,37,50.6, -08,07,08, 4.62, MY OPH
18,00,28.8, -03,41,25, 4.62, ZE SER
18,56,13.1, +04,12,13, 4.62, TH1 SER
00,56,39.7, +59,10,52, 4.63, YP2 CAS
02,59,12.6, +21,20,25, 4.63, EP ARI
02,59,12.6, +21,20,25, 4.63, EP ARI
03,11,17.3, +39,36,42, 4.63, OM PER
03,50,21.5, +71,19,57, 4.63, GA CAM
06,03,55.2, +20,08,18, 4.63, CH2 ORI
07,53, 3.7, -49,36,47, 4.63,
11,05, 1.0, +07,20,10, 4.63, CH LEO
11,15,12.2, +23,05,44, 4.63, 72 LEO
15,49,35.6, +26,04,06, 4.63, DE CRB
16,03,31.9, -57,46,31, 4.63, JO1 NOR
16,27,48.1, -08,22,18, 4.63, YP OPH
22,37,22.3, +51,32,43, 4.63, 9 LAC
05,03, 5.7, +21,35,24, 4.64, JO TAU
07,16,34.9, -27,52,52, 4.64,
07,26,42.8, +49,12,42, 4.64, 21 LYN
07,35,22.8, -28,22,10, 4.64,
12,39,52.4, -39,59,15, 4.64,
15,41,11.2, -44,39,40, 4.64,
15,50,58.6, -25,45,05, 4.64, 1 SCO
18,00,15.7, +04,22,07, 4.64, 66 OPH
18,07,18.3, +08,44,02, 4.64, 71 OPH
18,31,22.3, -62,16,42, 4.64, NY PAV
18,33,30.1, -42,18,45, 4.64, TH CRA
20,01, 6.0, +27,45,13, 4.64, 15 VUL
01,13,44.8, +24,35,01, 4.65, PH PSC
03,53,42.6, -24,36,45, 4.65, TA8 ERI
04,33,50.8, +14,50,40, 4.65, RH TAU
04,54,53.7, +10,09,03, 4.65, PI1 ORI
05,54, 6.1, -63,05,23, 4.65,
06,54,38.6, +13,10,40, 4.65, 38 GEM
07,30,42.5, -30,57,44, 4.65,
12,46,22.6, -56,29,20, 4.65,
13,46,39.3, -51,25,58, 4.65,
13,51,25.8, +64,43,23, 4.65, 10 DRA
16,03,12.7, -49,13,47, 4.65, ET NOR
16,49,49.9, -10,46,59, 4.65, 20 OPH
17,17,40.2, +37,17,29, 4.65, 69 HER
18,18, 3.1, -27,02,33, 4.65,
23,04,10.9, +50,03,08, 4.65, 3 AND
01,11,27.1, +21,02,05, 4.66, CH PSC
02,43,27.0, +27,42,26, 4.66, 35 ARI
03,59,55.4, -24,00,59, 4.66, TA9 ERI
06,40,58.6, +09,53,44, 4.66, 15 MON
07,14,15.1, -26,21,09, 4.66, 27 CMA
07,18,18.4, -36,44,03, 4.66,
08,43,17.1, +21,28,06, 4.66, GA CNC
10,27,24.4, -57,38,20, 4.66,
